pair,pixel,fourier,curvature,centroid,texture,total
7.right - 14.left,0.12966853,0.2845027932576297,1.0,0.32194387576065614,0.3877704148033747,0.22409248676543989
7.bottom - 14.top,0.31323528,0.5439479071798504,1.0,0.3914490977868956,0.3335233510035938,0.3765842817164859
7.right - 15.left,0.3093137,0.2627891670484238,1.0,0.292943973010132,0.3760019956916945,0.3450459091170233
7.bottom - 15.top,0.47469655,0.39467902863719645,1.0,0.36666292612107526,0.35696935702778293,0.4757855646474083
8.right - 0.left,0.21045752,0.16664729550561824,1.0,0.3554922340358774,0.32622588874314673,0.26438218576383926
8.bottom - 0.top,0.22567694,0.21448609739653565,0.9219223576229071,0.39963649232802045,0.30953242496096156,0.2764536504671676
8.right - 1.left,0.18433706,0.18860187514190208,1.0,0.29459934910609126,0.26236013231173744,0.23886211790769976
8.bottom - 1.top,0.21895425,0.25638926542874046,0.7319094515872034,0.31281107064254965,0.20610523964169372,0.2517534562404183
8.right - 2.left,0.029878618,0.21062146598652967,1.0,0.13572475839430917,0.31050750737583843,0.12981416855170289
8.bottom - 2.top,0.114285715,0.4403970432752678,0.9545730695332694,0.24707902153884656,0.1850970211503863,0.20263200920803184
8.right - 3.left,0.21704015,0.2657514223354743,1.0,0.27628568929179376,0.32468982505597904,0.27478650621339384
8.bottom - 3.top,0.26255834,0.2919655216951674,0.900497524493714,0.30791462917970275,0.2162223587990141,0.2950302284910388
8.right - 4.left,0.06489262,0.3597626300797765,1.0,0.13432224077055982,0.3138588278980394,0.16950309173008554
8.bottom - 4.top,0.09236695,0.2142653661927146,0.8635834938264966,0.24726529740499928,0.26811174149594086,0.1684370114568632
8.right - 5.left,0.48349673,0.6116899412680691,1.0,0.3258014936000549,0.356637468709077,0.5015705056877882
8.bottom - 5.top,0.2789916,0.2805532086542503,0.884660131838044,0.24158032375418464,0.3904210743870937,0.31870357795199383
8.right - 6.left,0.047058824,0.19801810683406545,1.0,0.13922337905543938,0.2601765383369084,0.1357218109572427
8.bottom - 6.top,0.09745565,0.466038299024529,0.8812131175100822,0.24079229101648889,0.30486774329328,0.20140982856559925
8.right - 7.left,0.03207283,0.30623353763313405,1.0,0.13448401553669717,0.3515197206862544,0.14495050827045108
8.bottom - 7.top,0.14941643,0.22722082702477955,0.9465454801654374,0.32140846658508765,0.3763342398357541,0.22834470776293658
8.right - 9.left,0.24388422,0.2970032174039136,1.0,0.26073773780787046,0.3073029514118579,0.2941864567853908
8.bottom - 9.top,0.16197479,0.11256374371411315,0.9024201093583937,0.2337855302661409,0.2987009191245507,0.21131909519321276
8.right - 10.left,0.23078898,0.3235572618103867,1.0,0.22110195084050613,0.2946101361525795,0.2844241175259287
8.bottom - 10.top,0.22376284,0.0954812412082571,0.6871620977253403,0.2427202794898807,0.2031186134355275,0.2329880923479438
8.right - 11.left,0.061951447,0.1928930732073563,1.0,0.13224212121878676,0.29533819009235907,0.14880124362304858
8.bottom - 11.top,0.1464986,0.39600813521393774,0.8221948265175147,0.22832876499746263,0.3109904711059802,0.22577506413399875
8.right - 12.left,0.07815126,0.6470551103002583,1.0,0.13741464577506132,0.3403694521012297,0.2103190728365248
8.bottom - 12.top,0.15319794,0.36107437191188474,0.9820269763923328,0.2243166983856128,0.29203768417414455,0.2328669502624935
8.right - 13.left,0.0479225,0.12351598150999565,1.0,0.15581750487868018,0.2621771169853738,0.1299059324928011
8.bottom - 13.top,0.14932306,0.3773255351285258,0.8053015212657417,0.36043202941543784,0.2539574944458386,0.22594112028727562
8.right - 14.left,0.14901961,0.48232631699674633,1.0,0.28711292582594233,0.2870791061665097,0.2456099198011652
8.bottom - 14.top,0.31916434,0.4973902908466201,0.8182196739809408,0.32868854752666327,0.35761398653176046,0.3662608708423702
8.right - 15.left,0.33758172,0.3632757987819198,1.0,0.24012986573789705,0.2245452644493656,0.3570958033797072
8.bottom - 15.top,0.5037348,0.3420232831431396,0.8054787052236139,0.38560317987458453,0.315098583194221,0.4778806538573197
9.right - 0.left,0.26339868,0.1504099827938323,0.7642586312805357,0.3695399418716891,0.2946306719179147,0.28557306512602415
9.bottom - 0.top,0.19516806,0.419625601000544,1.0,0.5369255557930832,0.31312128576719095,0.2867386120877274
9.right - 1.left,0.24428105,0.17624128041013504,0.9238182976299626,0.27040431640575435,0.2865575624920983,0.276987755452405
9.bottom - 1.top,0.26402894,0.31524585237667285,0.9664670193205149,0.5177431123046422,0.23675866400347162,0.3142312078959767
9.right - 2.left,0.078944914,0.14912818006565656,0.9206010448974501,0.037328495287206706,0.270572356797937,0.14512797127071503
9.bottom - 2.top,0.21935108,0.4921961147214628,1.0,0.38305416352458754,0.2371601605443001,0.29563408787050743
9.right - 3.left,0.27731094,0.1758365738436641,0.7108275920613709,0.23066994022682222,0.3116291011093076,0.28993909449937816
9.bottom - 3.top,0.17892157,0.06929400232789555,1.0,0.47229821220812296,0.24442658663892958,0.2302320638064051
9.right - 4.left,0.014845938,0.293155044960574,0.6980087134689472,0.02421279216208748,0.10021908550468717,0.08584064475766665
9.bottom - 4.top,0.21316527,0.37301585455726355,1.0,0.4076677747739443,0.2844330065631162,0.2853439581917615
9.right - 5.left,0.5443744,0.5259012863057416,0.9034592178896245,0.3088547486014661,0.30025502067006477,0.5242934194190163
9.bottom - 5.top,0.18349674,0.3978171545452836,1.0,0.37811696042907844,0.38322706684833574,0.2754579816285588
9.right - 6.left,0.017600374,0.2019601384766819,0.8087970973396283,0.053433359411196625,0.26948662255478895,0.10257646038931009
9.bottom - 6.top,0.15728292,0.3728437687566418,1.0,0.3427633160657489,0.34101513516971643,0.24862209778995176
9.right - 7.left,0.05550887,0.2684053417322104,0.7483707121385956,0.06063768768712147,0.35594946493721635,0.14174210898266093
9.bottom - 7.top,0.18450047,0.2306423151238375,1.0,0.303104921701606,0.3032545808535907,0.24769526670317832
9.right - 8.left,0.25023344,0.14784729329136945,0.7143424782005955,0.25466725052007005,0.3968571479046555,0.2780843337090553
9.bottom - 8.top,0.12530346,0.37296402390808897,1.0,0.28543040786616286,0.32645656770274956,0.22192600156767475
9.right - 10.left,0.28891224,0.2785090220142902,0.7864817716241486,0.2333769843123878,0.3106717818652616,0.3121495779076824
9.bottom - 10.top,0.26160133,0.29503030512051753,0.8852334250325065,0.3147919323733542,0.2428539274527691,0.2969106123817797
9.right - 11.left,0.010270775,0.1151955577430743,0.8184219907638254,0.025487190198175837,0.24904523741091109,0.08580908108428989
9.bottom - 11.top,0.2686508,0.4735743740906822,1.0,0.4054136560225024,0.3308436489521593,0.33876804509819947
9.right - 12.left,0.021195143,0.5865417900069254,0.7385487174323273,0.027885892151998222,0.12409085837707463,0.12422159536794643
9.bottom - 12.top,0.26713353,0.5214194859505771,1.0,0.39703280703238825,0.25494393642029,0.33448144741624364
9.right - 13.left,0.05707283,0.12744479321001093,0.7651797504383281,0.08231226381562605,0.2568127586329633,0.1207513376331783
9.bottom - 13.top,0.17679738,0.4542330785849326,1.0,0.4525995656159178,0.30797489983638543,0.27260893570077427
9.right - 14.left,0.1914099,0.42867127015352685,0.84422775921704,0.2691339833096956,0.3193544794393657,0.2644575971051191
9.bottom - 14.top,0.28646126,0.3937683309451101,1.0,0.45386627517385636,0.3618945144074232,0.3487824830204705
9.right - 15.left,0.3972456,0.2918814804929031,0.7583290909982027,0.2452286349743233,0.3085104565757808,0.3882889901483933
9.bottom - 15.top,0.3947946,0.5149808468541553,1.0,0.4008378528579252,0.28418496139963956,0.42631469371363706
10.right - 0.left,0.23111579,0.652446454828134,1.0,0.25743442592610133,0.3512358103847594,0.32502099063184914
10.bottom - 0.top,0.24710551,0.4592414612108639,1.0,0.3807713685000378,0.3220593461987374,0.32014250549587997
10.right - 1.left,0.2263772,0.6833138804024208,1.0,0.48093772484021785,0.2610007055284963,0.3269423891676069
10.bottom - 1.top,0.2951914,0.5149171757939854,0.9426437936445631,0.4206485549069694,0.26119143513362547,0.3524094635629097
10.right - 2.left,0.086998135,0.6139298328632747,1.0,0.3270205295623634,0.32736971796465275,0.22137967670198797
10.bottom - 2.top,0.06447245,0.326599573513773,1.0,0.30919976413077427,0.2581114264994674,0.16906180298199455
10.right - 3.left,0.22780113,0.5615337252827728,1.0,0.24311701106194383,0.29343844012288284,0.3071138500984235
10.bottom - 3.top,0.20378152,0.3296982192402373,1.0,0.35642217865670184,0.22754807012715597,0.2661927956412572
10.right - 4.left,0.06393558,0.4984420545331747,1.0,0.3278073049398643,0.2968658743063033,0.19067606189447364
10.bottom - 4.top,0.07640056,0.5209999680540164,1.0,0.378870369449119,0.30483464428135665,0.20500737389058266
10.right - 5.left,0.48678803,0.41224544153749776,1.0,0.3183015535604426,0.2509745634857449,0.4729886963272427
10.bottom - 5.top,0.27436975,0.4426440608207607,1.0,0.3427748600141752,0.3859751236952291,0.34205947800446995
10.right - 6.left,0.06342203,0.6305978382385827,1.0,0.3182438394525162,0.3085901259042907,0.20422640908722484
10.bottom - 6.top,0.16323529,0.32768846644591215,1.0,0.34027790718101086,0.3287332256807017,0.24692076885876407
10.right - 7.left,0.07294585,0.5333313975325601,1.0,0.3396880675816801,0.33706337738295866,0.20508597305565635
10.bottom - 7.top,0.10478525,0.4179562474195393,1.0,0.437233191837801,0.3583265784527655,0.22283961175481176
10.right - 8.left,0.2342437,0.5774306997827426,1.0,0.4304188589759862,0.3801103430431128,0.3312456368691412
10.bottom - 8.top,0.14610177,0.48843443750970394,1.0,0.36608042910786975,0.3422435923778754,0.25364306092343375
10.right - 9.left,0.2559524,0.58044789073691,1.0,0.2354508055657552,0.29598668164333786,0.3285826721302652
10.bottom - 9.top,0.08130252,0.4189045013617951,1.0,0.378494127333215,0.32035599197337516,0.19976252222926105
10.right - 11.left,0.06566293,0.5438942786043749,1.0,0.3293119289855347,0.27102730613669274,0.19392180223612
10.bottom - 11.top,0.084267035,0.4469613162694177,1.0,0.3700691008478617,0.32919774805830715,0.20510628606384587
10.right - 12.left,0.07387955,0.34976398161169,1.0,0.3351935596612253,0.30710164586055766,0.18416192392230074
10.bottom - 12.top,0.089098975,0.5765024381918685,1.0,0.3707093997794376,0.32826209394093836,0.22138120649096985
10.right - 13.left,0.06918767,0.620669848665107,1.0,0.31729805197513644,0.2702597387845539,0.20338923175106582
10.bottom - 13.top,0.15039682,0.2649554446847662,1.0,0.25912765837499974,0.2893010049945712,0.22365980460482338
10.right - 14.left,0.1756536,0.34287837157872975,1.0,0.19761701628956357,0.3352706101961881,0.25065326917887104
10.bottom - 14.top,0.34754902,0.42934919670388927,1.0,0.389656092654119,0.41155828839458874,0.3968578680133881
10.right - 15.left,0.3485294,0.4720501417538548,1.0,0.22447426164997145,0.3352455081107511,0.385923851017415
10.bottom - 15.top,0.5693277,0.4130101596462426,1.0,0.3264515922452351,0.33895451174999325,0.5400484273118067
11.right - 0.left,0.2572362,0.16608717416214502,0.8555463320782608,0.3793161332610288,0.2979904824176762,0.28821623766933896
11.bottom - 0.top,0.28258637,0.5266781478082179,1.0,0.34978760475790716,0.29381095264351653,0.34734874643979946
11.right - 1.left,0.23891222,0.18143788190229967,1.0,0.23971546689927326,0.3030507587144207,0.2776731858046536
11.bottom - 1.top,0.3258637,0.6513491180003355,0.9837353218371151,0.1956145018895761,0.28283860143388206,0.380490839598224
11.right - 2.left,0.07521009,0.1090122283612252,1.0,0.01839980565916116,0.2631667229878999,0.14078494706385522
11.bottom - 2.top,0.050980393,0.17502065829991506,1.0,0.21674992667875673,0.25419102165871044,0.13944493745759465
11.right - 3.left,0.27086833,0.1487869152193193,0.8130458317181578,0.24808894994556321,0.2799518326880592,0.2855384427294384
11.bottom - 3.top,0.2248366,0.48090556772564225,1.0,0.40088888646173093,0.2510385360218032,0.3006244721924142
11.right - 4.left,0.026423903,0.2849238676899086,0.784549261655006,0.027309740381094037,0.14676513198833369,0.10225858136581092
11.bottom - 4.top,0.068090566,0.6605738604506742,1.0,0.18207621713822802,0.3192923872935541,0.20475382999306863
11.right - 5.left,0.53793186,0.5053578700063391,0.9934940952587494,0.31789456250462433,0.3084340335744736,0.5235009070101355
11.bottom - 5.top,0.28338,0.5612305684593365,1.0,0.25170040234172647,0.3185418386857448,0.34892826207995414
11.right - 6.left,0.027124183,0.2117434756680383,0.8977589662706833,0.07932273949149181,0.23200800082724257,0.11221616028303194
11.bottom - 6.top,0.122852474,0.2880357351043675,1.0,0.3380236446719876,0.34043252070489627,0.21574473993027132
11.right - 7.left,0.05200747,0.26482842670412776,0.8278136298635552,0.04554312887253941,0.32576315666920036,0.13913222435250286
11.bottom - 7.top,0.067903824,0.5579831793876635,1.0,0.295318048815222,0.36016850035445147,0.20411374806542426
11.right - 8.left,0.25420168,0.18204417034973314,0.8089196159524515,0.24105104518583248,0.3453088336621796,0.28317500677315366
11.bottom - 8.top,0.14395425,0.6235026492776784,1.0,0.37814333304953723,0.29878611317985276,0.261904012983374
11.right - 9.left,0.2983193,0.22507568686057164,0.7702736686705407,0.22808343285856822,0.2705615108791822,0.3083050918153432
11.bottom - 9.top,0.051097106,0.5369024995882129,1.0,0.15130499747683965,0.30661795651354395,0.17768526795334755
11.right - 10.left,0.28246966,0.28063327330444837,0.8824299512780267,0.2320910090679743,0.30768287793543025,0.3122864162311927
11.bottom - 10.top,0.116293184,0.5326413583513506,0.909454333908016,0.2649462024660134,0.19278632928767425,0.21266802544910862
11.right - 12.left,0.02605042,0.598265464418535,0.8276308690540424,0.03147418397694516,0.18778025470590282,0.1397951187123191
11.bottom - 12.top,0.058006536,0.5827155610505574,1.0,0.15299659731334034,0.30023117755250117,0.18654908019444058
11.right - 13.left,0.05007003,0.1951147214592706,0.8603717894331868,0.08105455549184533,0.24261049197754475,0.12589285983398224
11.bottom - 13.top,0.17770775,0.25706815769427904,1.0,0.38554850641458394,0.26919896272990085,0.24629956000060982
11.right - 14.left,0.18529412,0.47107002142341753,0.9343005689756099,0.28444663058521263,0.29251545244730864,0.267001783477098
11.bottom - 14.top,0.36276844,0.3292738574219825,1.0,0.38112638411283123,0.34938498599294343,0.3908601036135098
11.right - 15.left,0.39080298,0.28277539840324056,0.8502633087184144,0.26283761090891594,0.21942094504322043,0.37943675403359317
11.bottom - 15.top,0.59117645,0.4198483770668171,1.0,0.4503512401409739,0.3689825367619674,0.5652241685667002
12.right - 0.left,0.2514706,0.286135053201897,1.0,0.37637084130837634,0.300408848878977,0.30350234621202854
12.bottom - 0.top,0.25172734,0.2978019364365655,1.0,0.35240660516366124,0.39528123446919883,0.31313778419244087
12.right - 1.left,0.23506069,0.31648239898999847,1.0,0.3074104335455078,0.33230940149369664,0.2947921830288599
12.bottom - 1.top,0.28748834,0.1882034922731654,1.0,0.35336691687548455,0.3992051321308261,0.3276510442359785
12.right - 2.left,0.07233893,0.16996194678154425,1.0,0.07108796353785403,0.3001350151019993,0.1512013469940503
12.bottom - 2.top,0.06732026,0.5203599004180727,1.0,0.29516079077182844,0.36076035532217826,0.19999424605539035
12.right - 3.left,0.26528946,0.11274409827736366,1.0,0.2325703104307825,0.22031141927846482,0.2806366892139201
12.bottom - 3.top,0.19981326,0.20713683090840923,1.0,0.28615765969012685,0.2724161948885948,0.25213247317426074
12.right - 4.left,0.026867414,0.16872883429598937,1.0,0.06202993357976018,0.2754637222934771,0.11632794187700955
12.bottom - 4.top,0.08195612,0.2037577790640024,1.0,0.35546153755282606,0.36782979474459276,0.18230111486500908
12.right - 5.left,0.5316526,0.3919605464738122,1.0,0.3161704747333059,0.30950537663781635,0.5081119446897197
12.bottom - 5.top,0.2642857,0.339722637909965,1.0,0.3122666202100224,0.43077944093135995,0.32766354127881936
12.right - 6.left,0.0304155,0.29103592170579,1.0,0.02376519302309925,0.2759003156380529,0.12917273327982445
12.bottom - 6.top,0.14694211,0.4403548091005936,1.0,0.3798734350126015,0.2908416113078945,0.2449727885100496
12.right - 7.left,0.0498366,0.23102499338994364,1.0,0.09408847230439725,0.3594401405667027,0.14863655584657215
12.bottom - 7.top,0.07229225,0.03688291561693508,1.0,0.42240079766891264,0.4157390919581776,0.16698681874855237
12.right - 8.left,0.2495098,0.2050381801026004,1.0,0.26740170285922743,0.305877916931496,0.2891185479261669
12.bottom - 8.top,0.120331466,0.2431254128883179,1.0,0.32541629662184945,0.33956648759973673,0.2087720297283591
12.right - 9.left,0.2921802,0.18530523946575558,1.0,0.22150502376924142,0.24295576924327555,0.3084274933452615
12.bottom - 9.top,0.08022876,0.19777908689758747,1.0,0.3462660744781521,0.3315859447810659,0.17640994022378703
12.right - 10.left,0.2761905,0.18947325458659686,1.0,0.2516138499916392,0.3171078930936579,0.3065721499390017
12.bottom - 10.top,0.1448646,0.20561723287742412,0.9401962324936769,0.3202133574405259,0.4060786593249238,0.22559528696054387
12.right - 11.left,0.02710084,0.18657661092739972,1.0,0.06530130932356493,0.2745349942446899,0.11834681420553325
12.bottom - 11.top,0.08356676,0.4428717585432239,1.0,0.34065123143314724,0.27215314729436674,0.19703178442017358
12.right - 13.left,0.044491127,0.3037290524088986,1.0,0.12779382605323325,0.2913450183886593,0.14704088663071802
12.bottom - 13.top,0.14582166,0.4842452161441885,1.0,0.32166533057945673,0.30782626454207446,0.24736557414731228
12.right - 14.left,0.17971522,0.32144829268143854,1.0,0.26252687079618886,0.32084205571084273,0.2531560326711442
12.bottom - 14.top,0.35641924,0.4479519320067382,1.0,0.41396380076294453,0.37674054548868185,0.40266090261522675
12.right - 15.left,0.3845238,0.1571538983091005,1.0,0.2325661768636782,0.3065087153146478,0.37716121859346763
12.bottom - 15.top,0.5713352,0.4515057426733264,1.0,0.38491507329794034,0.3679608054378789,0.5511270281411634
13.right - 0.left,0.093557425,0.11400860786086778,0.9266911177192514,0.2442329339574904,0.39063774171588167,0.17450103120653965
13.bottom - 0.top,0.28450048,0.48205817621692526,1.0,0.473832785279994,0.3854361938740484,0.3595914150420561
13.right - 1.left,0.1476424,0.19542411516741692,1.0,0.4735277375508999,0.35234359956984773,0.23180283656963618
13.bottom - 1.top,0.36956117,0.5805946582010207,0.9238979155360557,0.45717017375497976,0.34090750168912304,0.4198964214522539
13.right - 2.left,0.1971522,0.26771243452636645,1.0,0.345275415598078,0.3573987116211426,0.2677814235473495
13.bottom - 2.top,0.12511672,0.32942298885880145,1.0,0.3382696452008218,0.3482623665736083,0.22226371937999184
13.right - 3.left,0.08011205,0.3078994651563922,0.8783257700028193,0.25717553809651356,0.21626726957541653,0.16527017286862605
13.bottom - 3.top,0.1636788,0.39012946292809075,1.0,0.34080311007137304,0.36047194061327525,0.25667545093707006
13.right - 4.left,0.2764706,0.43063010582234396,0.8211431857696924,0.3487148938954658,0.28604314393574937,0.3236896411094502
13.bottom - 4.top,0.15455182,0.5855041438604313,1.0,0.3880138838503532,0.3940596573590985,0.27554334908139266
13.right - 5.left,0.2925537,0.6343027484621183,1.0,0.28295156072998495,0.3353196147645777,0.3658973965182112
13.bottom - 5.top,0.2417367,0.5166336499201455,1.0,0.33037795827124866,0.3836891982367386,0.325766861897952
13.right - 6.left,0.26064426,0.3083416907309756,0.9635009507202945,0.34461336595291037,0.31568883195254244,0.3102597480500559
13.bottom - 6.top,0.222479,0.05145398697160307,1.0,0.22625473492757117,0.44381185497458703,0.2665746199322009
13.right - 7.left,0.22049485,0.40429737555569384,0.8843220292165411,0.34859141818535716,0.35800827622774883,0.2922226291070863
13.bottom - 7.top,0.14199346,0.4609243567070428,1.0,0.40888910423680025,0.32316928657239197,0.24824924366736226
13.right - 8.left,0.17441642,0.2953040037642751,0.8800786023435931,0.4572935465417639,0.3629900589371035,0.25478950821504276
13.bottom - 8.top,0.1606676,0.5925894823235347,1.0,0.31500669654127905,0.38000192781221986,0.27547679461390906
13.right - 9.left,0.15191409,0.358240476896068,0.8278273368865116,0.3079213025785998,0.2788421612771386,0.22683556022338797
13.bottom - 9.top,0.09558824,0.47790182152551386,1.0,0.3688674895476996,0.3668322358002273,0.2198285446528798
13.right - 10.left,0.1781746,0.4248779693905308,0.9457938203631008,0.3695266075713073,0.3625082782583842,0.2692268661652168
13.bottom - 10.top,0.101167135,0.48682326853733565,0.8487799230633027,0.24035595583359193,0.318868268038194,0.20584294131577663
13.right - 11.left,0.27539682,0.27318732503821785,0.970881649667258,0.35011491167923775,0.3244764998466284,0.3185939783332523
13.bottom - 11.top,0.14948647,0.438831498703453,0.9828561338094657,0.3475592893607302,0.37986982475415054,0.2530314320639549
13.right - 12.left,0.28874883,0.7173200351507052,0.8846416652964381,0.35522331218953845,0.29787302245486913,0.3656367330444327
13.bottom - 12.top,0.14544818,0.5686844804122593,1.0,0.3469965549827781,0.3699853552929071,0.2630305374468032
13.right - 14.left,0.15429506,0.5561615337018955,1.0,0.20100807559528447,0.35267418446555643,0.2589405125571112
13.bottom - 14.top,0.30385152,0.24729026515833838,0.9965382191673208,0.4214388792473329,0.4099966153676543,0.3493236035116239
13.right - 15.left,0.21577965,0.4402674892873916,0.9112983643645258,0.23373554262908122,0.35975844519208816,0.28830004334951587
13.bottom - 15.top,0.505789,0.4303115622257215,0.9976942304219738,0.30342601887673537,0.35427129609132074,0.4975665737158749
14.right - 0.left,0.2164099,0.4101691895478301,0.9491818134402263,0.24576463838926527,0.33208969088786955,0.2854601438663983
14.bottom - 0.top,0.29007936,0.4648837579557667,1.0,0.3829595386440304,0.27292954642961387,0.34598485305841503
14.right - 1.left,0.17763773,0.4270402580944504,1.0,0.4671808497031282,0.2576618451010418,0.26617565807242105
14.bottom - 1.top,0.3348039,0.5290407715848194,0.9535471521458265,0.3347148341251374,0.3155370165573229,0.3832336144720999
14.right - 2.left,0.31561622,0.284881880098039,1.0,0.27823587835603125,0.30886936226803535,0.344218269339254
14.bottom - 2.top,0.06622316,0.459987164047758,1.0,0.20527073440254456,0.2782081346910929,0.1804392789417582
14.right - 3.left,0.17588702,0.24915454796264166,0.8929283708196445,0.16061375024080848,0.3019295507286411,0.23090642734154254
14.bottom - 3.top,0.2345238,0.4398550951552112,1.0,0.3375455309637813,0.23195178250765308,0.29822462343122047
14.right - 4.left,0.395028,0.08830697031746723,0.8495976205396536,0.2682337192944608,0.26694682631421734,0.3679365432315648
14.bottom - 4.top,0.074416436,0.5656710475742552,1.0,0.23980956652465069,0.32223928536472923,0.20287301699861574
14.right - 5.left,0.23730159,0.2953582074139657,1.0,0.23373431251280896,0.2925080110576747,0.2865844491137347
14.bottom - 5.top,0.29815593,0.49783654561705354,1.0,0.2538251606632767,0.3438730608532335,0.3555713692329422
14.right - 6.left,0.37999535,0.3243092341855568,0.9883697536254458,0.24237342001845355,0.2844909828059764,0.38841390474849
14.bottom - 6.top,0.14799252,0.3324441851242386,1.0,0.2126385776369985,0.3398975212990238,0.2314608645912767
14.right - 7.left,0.3390056,0.20760939563627068,0.9102663835441794,0.28187961983893395,0.2668538660526913,0.3443575389776698
14.bottom - 7.top,0.099253036,0.46900983802215707,1.0,0.31753112654498666,0.31656004596885623,0.21391067072866238
14.right - 8.left,0.17948179,0.287389021861068,0.8983601397814283,0.4110379466734472,0.35682790300671385,0.25552884496797684
14.bottom - 8.top,0.17250232,0.5816849526379794,1.0,0.30360230793775433,0.3524530496728271,0.27934554241753823
14.right - 9.left,0.14194678,0.1938911368035865,0.8628182941402593,0.23215494797324115,0.3228943594860482,0.2057899576157191
14.bottom - 9.top,0.066153124,0.4922368655641572,1.0,0.22106353407282225,0.2933638266415985,0.18592043345163484
14.right - 10.left,0.27885154,0.21667219541724375,0.9729801392884802,0.3137404313576174,0.31469746928523923,0.3126690722301457
14.bottom - 10.top,0.118930906,0.539514715009196,0.8927905027255889,0.15095105485466268,0.2743002910062805,0.21682021123059458
14.right - 11.left,0.39456117,0.23709980145752482,0.9923433264340658,0.266987523797769,0.2734882498568807,0.3902181617547419
14.bottom - 11.top,0.052310925,0.39423900284037006,1.0,0.20122083965464982,0.3019641460441543,0.16629900472765888
14.right - 12.left,0.40805322,0.3337029365493752,0.9156423115347684,0.2749675911739429,0.26661234640075343,0.4051992829137859
14.bottom - 12.top,0.05270775,0.4981452855498801,1.0,0.20205664448627658,0.29712984995364694,0.17652576990224528
14.right - 13.left,0.3388422,0.39080141091079384,0.9411612720584625,0.27294549690319325,0.2669610186668997,0.3636711276333073
14.bottom - 13.top,0.1894958,0.5022106200722577,1.0,0.3061277445518595,0.29000031915802355,0.2771745335578858
14.right - 15.left,0.26659662,0.02403958573385583,0.9355558939635328,0.18386196691631443,0.3209296968777898,0.2770854490450632
14.bottom - 15.top,0.6012372,0.5026885760844975,1.0,0.3253151496874949,0.35382702713199354,0.572783330379266
15.right - 0.left,0.17194211,0.3647433339237772,0.9691948132282812,0.38251893253892977,0.3482117135998528,0.25924067242173554
15.bottom - 0.top,0.2469888,0.42160290317153454,1.0,0.3922941341817248,0.3366113793161251,0.3183282882209443
15.right - 1.left,0.11094771,0.40414169439588277,1.0,0.32388352538230875,0.2598308288479006,0.21025482787261138
15.bottom - 1.top,0.27126518,0.4333629981317479,0.9094524696942125,0.3003256971066307,0.25877435347074684,0.3195882598027819
15.right - 2.left,0.21139123,0.2836002143544123,1.0,0.22144105454472263,0.3190425438281784,0.26931017891494863
15.bottom - 2.top,0.08274977,0.39945911977608867,1.0,0.18917550232495653,0.25463387501297585,0.18279291146916246
15.right - 3.left,0.1388889,0.24245638982633738,0.9105308707745687,0.2862801647480186,0.38511343742053133,0.21981975837872306
15.bottom - 3.top,0.23302987,0.23661597152001998,1.0,0.3211413119236814,0.28435149354967315,0.28127472262847536
15.right - 4.left,0.29056957,0.17394094506037075,0.8741448296607573,0.22940058870205446,0.2953137436625929,0.3055014443192456
15.bottom - 4.top,0.08067227,0.444311557694619,1.0,0.2009708922971938,0.3026298671801338,0.191213274951952
15.right - 5.left,0.3131419,0.43955457280960597,1.0,0.30349187962499424,0.34416467373090703,0.3627458482499403
15.bottom - 5.top,0.2683707,0.39516990457834034,1.0,0.29551624106230834,0.35034987571853893,0.3271872656954437
15.right - 6.left,0.27553686,0.2949561558787324,1.0,0.23700329610486004,0.31915425541285714,0.31613700845133924
15.bottom - 6.top,0.087535016,0.2972946830593955,1.0,0.2999304575132646,0.3134913148391448,0.1873496325424837
15.right - 7.left,0.23496732,0.20646861941727246,0.9291062175337679,0.22132722278345243,0.3811223485037707,0.28075789361818415
15.bottom - 7.top,0.09421102,0.3243246050805591,1.0,0.3392816546952541,0.35212883196574624,0.20055713790713617
15.right - 8.left,0.114985995,0.2067043245418619,0.9233221338839461,0.3493853591089735,0.3985822084545424,0.20465422221036048
15.bottom - 8.top,0.14621848,0.45351738048928036,1.0,0.3585495817248047,0.2628834370646333,0.24192049293715925
15.right - 9.left,0.12376284,0.26075528832932815,0.8726116850474354,0.28427689635573794,0.32547232089793465,0.20310117771766598
15.bottom - 9.top,0.09995331,0.35383761007032777,1.0,0.1815775420588472,0.29476258386496357,0.19390621109741601
15.right - 10.left,0.25646594,0.027880446775138835,0.9903774350457464,0.33707433667000286,0.26904057989265434,0.27559084147915985
15.bottom - 10.top,0.15422502,0.3365918886609112,0.8483469268171744,0.253065022850821,0.2919165685321273,0.22587895534297767
15.right - 11.left,0.29000932,0.2535998912905375,1.0,0.22697060943834665,0.31459058392132494,0.32117409886045123
15.bottom - 11.top,0.11706349,0.4818127775730856,0.9734169080049059,0.17188650941966918,0.3192474995097494,0.2193156418649775
15.right - 12.left,0.30396825,0.4539418540784677,0.9266224284833593,0.22757165907933996,0.29245782618127625,0.3451274509103883
15.bottom - 12.top,0.1124183,0.5290439103063237,1.0,0.1679640452801668,0.3146610545292504,0.22146150749485732
15.right - 13.left,0.23905228,0.3366059009634813,0.9624541507372203,0.2239639483399805,0.27251600270171483,0.2875696933590531
15.bottom - 13.top,0.14463118,0.3776363347188581,0.9676927550904517,0.362783946709446,0.2785215598646436,0.2333814441088729
